Opening Input File:<testdata/SearchString16.txt> 
Input File Size is:<16526618>
Done Reading Input File!
Opening Pattern File:<testdata/testpattern10.txt> 
Done Reading Pattern File!
---***Pratt-Boyer-Moore string search***---
The Worker 1 start searching.
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xaaqyxbbqy" is in "testdata/SearchString16.txt"
"xbrbyxbqcy" is in "testdata/SearchString16.txt"
"xrbcyxbaqy" is in "testdata/SearchString16.txt"
"xbqayyAlyx" is in "testdata/SearchString16.txt"
"yAyIxxaviy" is in "testdata/SearchString16.txt"
"xavnyyaaox" is in "testdata/SearchString16.txt"
"yoaaxxabky" is in "testdata/SearchString16.txt"
"xlbayxqaay" is in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
"yAyIhxaviy" is not in "testdata/SearchString16.txt"
"xavnyykaox" is not in "testdata/SearchString16.txt"
"yoaaxxabuy" is not in "testdata/SearchString16.txt"
"xlbayxqaao" is not in "testdata/SearchString16.txt"
"xvaqyxbbqy" is not in "testdata/SearchString16.txt"
"xbvbyxbqcy" is not in "testdata/SearchString16.txt"
"xrbbyxbaqy" is not in "testdata/SearchString16.txt"
"xbqanyAlyx" is not in "testdata/SearchString16.txt"
